City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
66,hobart,-42.8794,147.3294,12.92,75,75,9.26,AU,1680119276
67,krasnoturansk,54.3186,91.5639,1.83,92,59,1.16,RU,1680119447
68,zabol,32.25,67.25,7.75,79,100,6.5,AF,1680119448
69,grootfontein,-19.5667,18.1167,19.76,77,25,1.03,NA,1680119448
70,hamilton,39.1834,-84.5333,14.58,37,20,7.2,US,1680118800
71,tiksi,71.6872,128.8694,-30.92,100,80,3.11,RU,1680119448
72,westport,41.1415,-73.3579,13.68,37,0,5.14,US,1680119449
73,san quintin,30.4833,-115.95,16.14,53,0,5.74,MX,1680119449
74,hithadhoo,-0.6,73.0833,27.94,76,46,2.77,MV,1680119450
75,avarua,-21.2078,-159.775,27.03,83,20,2.57,CK,1680119450
76,beringovskiy,63.05,179.3167,-6.86,91,100,4.42,RU,1680119450
77,kokorevka,52.5872,34.2778,-0.1,81,100,4.39,RU,1680119451
78,saint-philippe,-21.3585,55.7679,25.77,85,90,3.36,RE,1680119451
79,abu dhabi,24.4667,54.3667,25.53,58,0,4.12,AE,1680119336
80,castro,-24.7911,-50.0119,25.0,69,99,2.0,BR,1680119452
81,kapaa,22.0752,-159.319,24.18,90,75,6.17,US,1680119452
82,mataura,-46.1927,168.8643,5.27,78,9,1.54,NZ,1680119453
83,washougal,45.5826,-122.3534,14.33,74,40,2.06,US,1680119453
84,broome,42.2506,-75.833,12.23,36,40,6.26,US,1680119453
85,turbat,26.0023,63.044,24.08,50,84,1.97,PK,1680119453
86,tagusao,9.1924,117.8141,27.08,79,90,2.59,PH,1680119454
87,tazovskiy,67.4667,78.7,-15.22,95,100,5.86,RU,1680119454
88,tamandare,-8.7597,-35.1047,25.81,84,31,2.8,BR,1680119454
89,bethel,41.3712,-73.414,13.13,33,0,3.09,US,1680119455
90,kodiak,57.79,-152.4072,2.73,87,100,2.57,US,1680119455
91,show low,34.2542,-110.0298,16.45,20,0,11.83,US,1680119455
92,portland,45.5234,-122.6762,14.41,74,75,2.06,US,1680119329
93,berdigestyakh,62.0989,126.6992,-22.14,100,94,1.24,RU,1680119456
94,udomlya,57.8794,34.9925,3.75,98,100,2.71,RU,1680119456
95,lagoa,39.05,-27.9833,15.89,78,100,11.69,PT,1680119456
96,paramonga,-10.6667,-77.8333,27.12,68,100,4.32,PE,1680119457
97,khatanga,71.9667,102.5,-31.58,100,99,0.93,RU,1680119275
98,linxia,35.6003,103.2064,8.53,58,100,0.53,CN,1680119457
99,viedma,-40.8135,-62.9967,15.19,18,0,6.67,AR,1680119457
100,nikolskoye,59.7035,30.7861,-3.06,91,100,3.67,RU,1680119458
101,victoria,22.2855,114.1577,21.25,92,100,5.36,HK,1680119334
102,yumen,40.2833,97.2,7.02,18,0,3.28,CN,1680119458
103,nome,64.5011,-165.4064,-4.91,100,100,9.77,US,1680119458
104,kolda,12.8833,-14.95,38.17,20,0,1.03,SN,1680119459
105,upata,8.0086,-62.3989,33.78,28,86,2.26,VE,1680119386
106,san matias,-16.3667,-58.4,30.46,67,88,1.46,BO,1680119459
107,pitimbu,-7.4706,-34.8086,27.33,78,97,3.96,BR,1680119459
108,atuona,-9.8,-139.0333,27.51,73,53,6.59,PF,1680119459
109,lalmohan,22.3384,90.7419,23.84,92,0,2.65,BD,1680119460
110,botevgrad,42.9,23.7833,4.1,55,93,1.39,BG,1680119460
111,kapit,2.0167,112.9333,23.18,100,100,1.02,MY,1680119460
112,cayenne,4.9333,-52.3333,28.02,74,100,6.17,GF,1680119460
113,wonthaggi,-38.6044,145.5913,13.79,67,100,6.17,AU,1680119461
114,muzhi,65.3667,64.6667,-16.03,84,4,3.6,RU,1680119461
115,camacha,33.0833,-16.3333,18.68,83,0,5.14,PT,1680119461
116,imbituba,-28.24,-48.6703,26.55,77,83,5.19,BR,1680119462
117,chuy,-33.6971,-53.4616,26.26,57,51,1.8,UY,1680119462
118,galle,6.0367,80.217,26.01,84,96,2.53,LK,1680119318
119,clyde river,70.4692,-68.5914,-18.87,84,75,1.03,CA,1680119463
120,sao joao da barra,-21.6403,-41.0511,30.05,79,69,4.24,BR,1680119456
121,norman wells,65.282,-126.8329,-8.98,67,75,5.14,CA,1680119463
122,jinchang,38.4953,102.1739,9.67,25,100,3.51,CN,1680119464
123,butaritari,3.0707,172.7902,27.3,80,96,6.55,KI,1680119464
124,raton,36.9034,-104.4391,16.34,16,0,8.23,US,1680119464
125,arraial do cabo,-22.9661,-42.0278,28.98,65,0,7.72,BR,1680119465
126,kavieng,-2.5744,150.7967,28.17,72,99,2.47,PG,1680119465
127,ponta delgada,37.7333,-25.6667,16.4,88,20,6.69,PT,1680119466
128,calabozo,8.9242,-67.4293,36.13,25,100,2.73,VE,1680119466
129,wagar,16.1525,36.2032,27.88,16,84,5.54,SD,1680119467
130,inhambane,-23.865,35.3833,23.99,53,0,4.74,MZ,1680119467
131,wlodawa,51.55,23.55,-0.03,47,52,1.66,PL,1680119183
132,carnarvon,-24.8667,113.6333,23.86,79,100,2.54,AU,1680119468
133,georgetown,5.4112,100.3354,25.96,94,20,0.0,MY,1680119469
134,cravo norte,6.3017,-70.2041,35.75,29,98,2.73,CO,1680119469
135,tuktoyaktuk,69.4541,-133.0374,-20.0,77,0,2.57,CA,1680119469
136,lesozavodsk,45.4794,133.4244,6.34,60,100,8.15,RU,1680119470
137,amapa,1.0,-52.0,26.19,94,52,1.59,BR,1680119470
138,puerto el triunfo,13.2833,-88.55,36.24,34,2,6.09,SV,1680119471
139,eyl,7.9803,49.8164,27.2,73,38,2.87,SO,1680119471
140,igrim,63.1906,64.4162,-14.99,93,4,1.41,RU,1680119472
141,souillac,-20.5167,57.5167,27.21,83,75,3.6,MU,1680119472
142,geraldton,-28.7667,114.6,23.23,78,7,8.23,AU,1680119473
143,yellowknife,62.456,-114.3525,-7.71,57,75,2.06,CA,1680119429
144,kruisfontein,-34.0033,24.7314,14.38,74,40,6.22,ZA,1680119473
145,santa maria,-29.6842,-53.8069,34.61,38,20,4.12,BR,1680119329
146,torbay,47.6666,-52.7314,2.38,87,100,8.75,CA,1680119473
147,ribeira grande,38.5167,-28.7,16.54,88,40,11.18,PT,1680119474
148,tuyen quang,21.8233,105.2181,19.8,87,81,0.66,VN,1680119474
149,qaanaaq,77.484,-69.3632,-21.94,67,89,2.63,GL,1680119474
150,san ramon,37.7799,-121.978,10.18,87,100,6.69,US,1680119268
151,barrow,71.2906,-156.7887,-14.99,78,100,5.14,US,1680119475
152,aklavik,68.2191,-135.0107,-11.37,82,6,5.45,CA,1680119475
153,arlit,18.7369,7.3853,26.56,8,0,6.06,NE,1680119476
154,provideniya,64.3833,-173.3,-5.21,90,100,6.76,RU,1680119211
155,qianan,44.9932,124.0581,6.95,49,4,1.34,CN,1680119476
156,maceio,-9.6658,-35.7353,25.69,94,75,4.63,BR,1680119285
157,flers,48.7372,-0.5747,12.14,71,67,5.46,FR,1680119477
158,evensk,61.95,159.2333,-19.04,91,30,2.88,RU,1680119477
159,astana,51.1801,71.446,1.97,93,100,9.0,KZ,1680119478
160,shizilu,35.1711,118.8289,8.61,76,100,1.23,CN,1680119478
161,malakal,9.5334,31.6605,32.27,15,10,2.4,SS,1680119478
162,camden,39.7835,-74.9663,15.11,36,33,0.89,US,1680119318
163,yar-sale,66.8333,70.8333,-16.2,86,30,6.54,RU,1680119479
164,pisco,-13.7,-76.2167,29.03,58,0,6.17,PE,1680119479
165,tutoia,-2.7619,-42.2744,27.03,78,99,3.71,BR,1680119480
166,kichera,55.9375,110.0997,1.01,99,100,1.13,RU,1680119480
167,laytown,53.6819,-6.2392,13.4,88,84,5.7,IE,1680119480
168,lebu,-37.6167,-73.65,13.74,57,17,7.4,CL,1680119266
169,kasempa,-13.4584,25.8338,17.43,97,100,1.83,ZM,1680119481
170,merauke,-8.4667,140.3333,25.25,88,92,1.86,ID,1680119481
171,freeport,40.6576,-73.5832,13.59,44,0,7.2,US,1680119376
172,rio gallegos,-51.6226,-69.2181,8.03,39,75,5.14,AR,1680119482
173,cidreira,-30.1811,-50.2056,26.0,76,0,5.5,BR,1680119482
174,rovaniemi,66.5,25.7167,-6.33,100,100,2.57,FI,1680119188
175,guiren,33.6697,118.1889,9.24,81,99,2.61,CN,1680119483
176,luoyang,34.6836,112.4536,12.05,52,0,0.92,CN,1680119483
177,poum,-20.2333,164.0167,26.08,77,100,3.1,NC,1680119483
178,bilma,18.6853,12.9164,26.02,8,0,3.14,NE,1680119483
179,nishihara,26.1842,127.7558,18.81,87,100,7.72,JP,1680119484
180,maltahohe,-24.8333,16.9833,19.43,18,0,5.56,NA,1680119484
181,tevaitoa,-16.7833,-151.5,28.1,74,78,4.98,PF,1680119484
182,lasa,46.6166,10.7002,9.46,99,100,0.89,IT,1680119484
183,salekhard,66.53,66.6019,-19.31,85,3,3.65,RU,1680119485
184,chimbote,-9.0853,-78.5783,25.58,80,42,3.84,PE,1680119485
185,liuzhou,24.3126,109.3892,14.96,86,100,2.15,CN,1680119485
186,durban,-29.8579,31.0292,22.23,69,99,3.13,ZA,1680119485
187,fortuna,40.5982,-124.1573,13.85,56,92,1.34,US,1680119486
188,saskylakh,71.9167,114.0833,-30.49,100,94,1.73,RU,1680119486
189,kyren,51.6828,102.1408,1.95,65,2,2.52,RU,1680119486
190,huarmey,-10.0681,-78.1522,27.51,68,93,4.12,PE,1680119487
191,bjornevatn,69.6672,29.9847,-3.21,86,100,5.66,NO,1680119487
192,trofors,65.5333,13.4063,-9.07,96,15,1.97,NO,1680119487
193,paamiut,61.994,-49.6678,-7.91,69,9,2.52,GL,1680119487
194,aracruz,-19.8203,-40.2733,28.56,86,100,1.91,BR,1680119488
195,bethanien,-26.502,17.1583,19.98,14,0,3.66,NA,1680119488
196,port elizabeth,-33.918,25.5701,16.16,71,0,9.26,ZA,1680119406
197,pangnirtung,66.1451,-65.7125,-11.0,52,20,1.03,CA,1680119488
198,lusambo,-4.9667,23.45,21.92,96,99,0.63,CD,1680119489
199,ligayan,4.6533,119.4706,27.56,77,97,3.65,PH,1680119489
200,marsaxlokk,35.8419,14.5431,15.04,76,0,3.09,MT,1680119490
201,buala,-8.145,159.5921,25.84,85,100,2.56,SB,1680119490
202,hendaye,43.3717,-1.7738,26.97,28,0,3.6,FR,1680119490
203,puerto ayora,-0.7393,-90.3518,30.98,83,58,2.24,EC,1680119490
204,airai,-8.9266,125.4092,14.05,91,100,1.83,TL,1680119491
205,veraval,20.9,70.3667,23.8,79,0,3.84,IN,1680119491
206,ipixuna,-1.7625,-48.8043,25.12,92,92,2.99,BR,1680119491
207,mirnyy,62.5353,113.9611,-8.2,92,100,5.81,RU,1680119491
208,chunskiy,56.0815,99.6342,-1.06,96,8,1.31,RU,1680119492
209,klaksvik,62.2266,-6.589,4.51,97,100,18.76,FO,1680119492
210,natal,-5.795,-35.2094,29.36,70,40,6.17,BR,1680118943
211,hasaki,35.7333,140.8333,11.22,76,52,0.61,JP,1680119492
212,aliaga,15.5167,120.8667,25.72,84,100,1.41,PH,1680119492
213,riyadh,24.6877,46.7219,21.08,20,2,3.35,SA,1680119478
214,cururupu,-1.8283,-44.8683,25.68,88,95,1.53,BR,1680119493
215,vila velha,-20.3297,-40.2925,28.97,70,20,4.12,BR,1680119358
216,verkhoyansk,67.5447,133.385,-25.83,100,100,0.27,RU,1680119494
217,roald,62.5833,6.1333,2.64,55,0,7.72,NO,1680119494
218,mitzic,0.7821,11.549,19.84,97,100,0.67,GA,1680119494
219,mehamn,71.0357,27.8492,-2.03,100,100,9.26,NO,1680119494
220,leningradskiy,69.3833,178.4167,-11.46,90,100,3.89,RU,1680119495
221,tautira,-17.7333,-149.15,27.14,76,91,2.44,PF,1680119495
222,ponta do sol,32.6667,-17.1,22.85,41,24,2.67,PT,1680119495
223,bandraboua,-12.7044,45.1223,26.82,71,70,1.7,YT,1680119495
224,la palma,33.8464,-118.0467,16.23,75,75,5.14,US,1680119495
225,popondetta,-8.7537,148.2534,23.15,90,97,1.31,PG,1680119496
226,bereda,43.2686,-7.5406,15.88,80,100,5.05,ES,1680119496
227,maple creek,49.9168,-109.4848,3.03,41,8,1.03,CA,1680119496
228,suwalki,54.1118,22.9309,-0.31,62,100,3.15,PL,1680119496
229,pevek,69.7008,170.3133,-15.36,95,100,3.37,RU,1680119497
230,van,38.4924,43.3831,8.86,56,71,12.53,TR,1680119497
231,vzmorye,54.6961,20.2361,5.05,69,100,5.32,RU,1680119497
232,codrington,-38.2667,141.9667,11.33,88,20,3.29,AU,1680119497
233,monterey,36.2505,-121.2516,6.5,83,100,3.75,US,1680119498
234,nakama,33.8167,130.7,9.92,52,100,2.77,JP,1680119498
235,todos santos,23.45,-110.2167,21.48,72,100,1.97,MX,1680119498
236,otane,-39.8833,176.6333,12.23,72,95,7.2,NZ,1680119498
237,yinchuan,38.4681,106.2731,11.48,18,100,1.41,CN,1680119499
238,husavik,66.0449,-17.3389,1.82,80,85,13.24,IS,1680119499
239,coquimbo,-29.9533,-71.3436,19.85,72,20,6.69,CL,1680118996
240,bathsheba,13.2167,-59.5167,29.34,54,20,8.75,BB,1680119499
241,port hardy,50.6996,-127.4199,8.0,61,20,1.54,CA,1680119500
242,vestmanna,62.1564,-7.1664,3.51,87,100,16.46,FO,1680119500
243,saldanha,-33.0117,17.9442,16.03,79,63,9.86,ZA,1680119500
244,east london,-33.0153,27.9116,17.72,65,91,7.34,ZA,1680119345
245,calituban,10.24,124.2919,27.05,79,71,4.94,PH,1680119501
246,udachnyy,66.4167,112.4,-18.94,99,100,2.15,RU,1680119501
247,boshkengash,38.4661,68.8053,17.19,59,100,2.0,TJ,1680119501
248,hualahuises,24.8847,-99.6733,18.61,68,100,2.76,MX,1680119501
249,mar del plata,-38.0023,-57.5575,18.01,54,40,7.2,AR,1680119285
250,teya,60.3778,92.6267,-11.76,89,100,4.48,RU,1680119502
251,arcachon,44.5875,-1.0519,23.18,45,0,3.09,FR,1680119502
252,ilulissat,69.2167,-51.1,-21.04,87,0,0.79,GL,1680119503
253,pakruojis,55.9667,23.8667,-0.56,63,99,2.98,LT,1680119503
254,shache,38.4167,77.2406,15.4,16,100,3.52,CN,1680119503
255,usinsk,65.9939,57.5281,-17.54,100,20,2.02,RU,1680119503
256,dalianwan,39.0286,121.695,8.02,57,0,1.0,CN,1680119504
257,shuangcheng,45.35,126.2833,4.82,37,7,2.13,CN,1680119504
258,beloha,-25.1667,45.05,20.95,80,0,4.07,MG,1680119504
259,sibenik,43.7272,15.9058,10.77,62,100,0.45,HR,1680119504
260,santa rosa,14.3122,121.1114,26.17,67,100,1.78,PH,1680119504
261,athens,37.9795,23.7162,12.59,35,20,1.54,GR,1680119401
262,sembakung,3.8167,117.25,22.97,99,100,0.98,ID,1680119505
263,hambantota,6.1241,81.1185,25.34,74,93,1.43,LK,1680119505
264,chipinge,-20.1883,32.6236,16.2,87,5,1.48,ZW,1680119505
265,pochutla,15.7432,-96.4661,32.68,42,28,4.42,MX,1680119506
266,acurenam,1.0322,10.6488,19.62,96,100,0.81,GQ,1680119506
267,igarka,67.4667,86.5833,-26.17,99,83,3.71,RU,1680119506
268,ostersund,63.1792,14.6357,-6.75,49,0,1.54,SE,1680119506
269,rocha,-34.4833,-54.3333,26.82,60,31,2.05,UY,1680119506
270,segou,13.4317,-6.2157,32.77,27,39,2.81,ML,1680119507
271,ulladulla,-35.35,150.4667,13.2,80,17,2.15,AU,1680119448
272,nouadhibou,20.931,-17.0347,19.99,83,0,9.26,MR,1680119507
273,necochea,-38.5473,-58.7368,16.0,47,3,7.74,AR,1680119508
274,romanovo,52.6182,81.2271,0.59,90,2,2.84,RU,1680119508
275,korostyshiv,50.3172,29.0563,-3.93,87,44,3.75,UA,1680119508
276,esmeraldas,-19.7625,-44.3139,31.06,72,69,1.39,BR,1680119509
277,tiznit,29.5833,-9.5,25.36,20,0,0.46,MA,1680119509
278,pokaran,26.9167,71.9167,25.74,44,100,1.47,IN,1680119273
279,maku,39.2911,44.4521,11.3,43,66,9.1,IR,1680119509
280,narsaq,60.9167,-46.05,-5.33,73,13,0.9,GL,1680119510
281,hofn,64.2539,-15.2082,3.0,97,100,11.76,IS,1680119510
282,benghazi,32.1167,20.0667,14.05,57,0,6.53,LY,1680119510
283,namibe,-15.1961,12.1522,24.18,76,100,2.4,AO,1680119511
284,magadan,59.5667,150.8,-14.9,93,55,2.37,RU,1680119511
285,ancud,-41.8697,-73.8203,12.0,61,94,4.73,CL,1680119278
286,salalah,17.0151,54.0924,27.03,64,8,0.23,OM,1680119511
287,saint-pierre,-21.3393,55.4781,25.82,83,100,4.12,RE,1680119512
288,glendive,47.1053,-104.7125,-0.21,55,0,3.09,US,1680119512
289,talnakh,69.4865,88.3972,-28.23,100,100,2.7,RU,1680119339
290,mahebourg,-20.4081,57.7,27.16,83,75,3.6,MU,1680119513
291,tura,25.5198,90.2201,19.86,76,36,1.75,IN,1680119513
292,bambous virieux,-20.3428,57.7575,27.14,83,75,3.6,MU,1680119514
